========Trial 0 params: {'n_layers': 2, 'K': 3, 'Dropout': 0.3, 'Hidden0': 32, 'Hidden1': 256, 'optimizer': 'Adam', 'lr': 0.014841171742650953, 'batch': 32}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    2304    |
|    sptH.0.gcn.bias     |     32     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     32     |
|     sptH.2.sAtt.W2     |     32     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |   24576    |
|    sptH.2.gcn.bias     |    256     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.weight      |    3072    |
|      sptH.4.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    1152    |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |   24576    |
|    sptD.2.gcn.bias     |    256     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    3072    |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    2304    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |   24576    |
|    sptW.2.gcn.bias     |    256     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    3072    |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 98730
 Trial: 0 Epoch: 0, train_loss: 108917.75390625, validation_loss = 9993.1728515625
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    1536    |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |    2048    |
|    sptD.2.gcn.bias     |     16     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    192     |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    3072    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |    2048    |
|    sptW.2.gcn.bias     |     16     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    192     |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 23706
 Trial: 2 Epoch: 0, train_loss: 289746.89453125, validation_loss = 23067.533203125
 Trial: 2 Epoch: 1, train_loss: 187659.6259765625, validation_loss = 18784.7294921875
 Trial: 2 Epoch: 2, train_loss: 139001.56103515625, validation_loss = 12138.240234375
 Trial: 2 Epoch: 3, train_loss: 111261.15283203125, validation_loss = 11962.26025390625
 Trial: 2 Epoch: 4, train_loss: 97907.3115234375, validation_loss = 10637.84375
 Trial: 2 Epoch: 5, train_loss: 86371.06127929688, validation_loss = 9809.915283203125
 Trial: 2 Epoch: 6, train_loss: 67826.64770507812, validation_loss = 7850.186279296875
 Trial: 2 Epoch: 7, train_loss: 56817.062744140625, validation_loss = 7519.39501953125
 Trial: 2 Epoch: 8, train_loss: 52707.56201171875, validation_loss = 7458.548583984375
 Trial: 2 Epoch: 9, train_loss: 49540.04931640625, validation_loss = 6787.2158203125
 Trial: 2 Epoch: 10, train_loss: 47809.392333984375, validation_loss = 6864.548828125
 Trial: 2 Epoch: 11, train_loss: 47443.38427734375, validation_loss = 6579.700927734375
 Trial: 2 Epoch: 12, train_loss: 47306.34716796875, validation_loss = 6057.51513671875
 Trial: 2 Epoch: 13, train_loss: 44455.331298828125, validation_loss = 6656.23291015625
 Trial: 2 Epoch: 14, train_loss: 42337.77685546875, validation_loss = 6126.8349609375
 Trial: 2 Epoch: 15, train_loss: 43160.681396484375, validation_loss = 6398.78759765625
 Trial: 2 Epoch: 16, train_loss: 40967.08679199219, validation_loss = 5781.3837890625
 Trial: 2 Epoch: 17, train_loss: 40180.473388671875, validation_loss = 6415.724609375
 Trial: 2 Epoch: 18, train_loss: 40018.328857421875, validation_loss = 5349.0899658203125
 Trial: 2 Epoch: 19, train_loss: 39312.418701171875, validation_loss = 5629.055419921875
 Trial: 2 Epoch: 20, train_loss: 39603.02978515625, validation_loss = 6610.65185546875
 Trial: 2 Epoch: 21, train_loss: 39385.92138671875, validation_loss = 5227.2406005859375
 Trial: 2 Epoch: 22, train_loss: 37497.19860839844, validation_loss = 5050.6334228515625
 Trial: 2 Epoch: 23, train_loss: 35299.621826171875, validation_loss = 4996.5076904296875
 Trial: 2 Epoch: 24, train_loss: 35897.37121582031, validation_loss = 5372.522705078125
 Trial: 2 Epoch: 25, train_loss: 34559.372314453125, validation_loss = 5479.83203125
 Trial: 2 Epoch: 26, train_loss: 33850.15856933594, validation_loss = 4635.283203125
 Trial: 2 Epoch: 27, train_loss: 33187.02795410156, validation_loss = 4985.5999755859375
 Trial: 2 Epoch: 28, train_loss: 32937.1923828125, validation_loss = 4631.2752685546875
 Trial: 2 Epoch: 29, train_loss: 32914.03759765625, validation_loss = 4547.4422607421875
 Trial: 2 Epoch: 30, train_loss: 31638.609008789062, validation_loss = 4323.0736083984375
 Trial: 2 Epoch: 31, train_loss: 31738.447631835938, validation_loss = 4780.6497802734375
 Trial: 2 Epoch: 32, train_loss: 30987.522094726562, validation_loss = 4869.4967041015625
 Trial: 2 Epoch: 33, train_loss: 30430.814208984375, validation_loss = 4628.52392578125
 Trial: 2 Epoch: 34, train_loss: 29628.848266601562, validation_loss = 4376.0194091796875
 Trial: 2 Epoch: 35, train_loss: 29211.294799804688, validation_loss = 4340.28515625
 Trial: 2 Epoch: 36, train_loss: 31066.078125, validation_loss = 4112.3634033203125
 Trial: 2 Epoch: 37, train_loss: 29689.32958984375, validation_loss = 4227.6234130859375
 Trial: 2 Epoch: 38, train_loss: 27926.85205078125, validation_loss = 4650.417236328125
 Trial: 2 Epoch: 39, train_loss: 29390.449462890625, validation_loss = 4505.4739990234375
 Trial: 2 Epoch: 40, train_loss: 29922.001342773438, validation_loss = 4294.7701416015625
 Trial: 2 Epoch: 41, train_loss: 28757.666137695312, validation_loss = 4099.8133544921875
 Trial: 2 Epoch: 42, train_loss: 29806.527587890625, validation_loss = 3969.3819580078125
 Trial: 2 Epoch: 43, train_loss: 29104.227416992188, validation_loss = 3973.411376953125
 Trial: 2 Epoch: 44, train_loss: 29465.736694335938, validation_loss = 4300.213134765625
 Trial: 2 Epoch: 45, train_loss: 27565.03466796875, validation_loss = 4945.4918212890625
 Trial: 2 Epoch: 46, train_loss: 29594.926879882812, validation_loss = 4007.2510986328125
 Trial: 2 Epoch: 47, train_loss: 27677.904663085938, validation_loss = 4700.683837890625
 Trial: 2 Epoch: 48, train_loss: 28753.652954101562, validation_loss = 3996.9813232421875
 Trial: 2 Epoch: 49, train_loss: 28583.935302734375, validation_loss = 3898.157470703125
 Trial: 2 Epoch: 50, train_loss: 26625.274291992188, validation_loss = 3870.1173095703125
 Trial: 2 Epoch: 51, train_loss: 27467.586303710938, validation_loss = 4312.440673828125
 Trial: 2 Epoch: 52, train_loss: 25244.84619140625, validation_loss = 4167.34130859375
 Trial: 2 Epoch: 53, train_loss: 24847.815673828125, validation_loss = 3759.8271484375
 Trial: 2 Epoch: 54, train_loss: 27146.132202148438, validation_loss = 3845.3592529296875
 Trial: 2 Epoch: 55, train_loss: 25595.225952148438, validation_loss = 4037.260986328125
 Trial: 2 Epoch: 56, train_loss: 26483.905395507812, validation_loss = 4322.0390625
 Trial: 2 Epoch: 57, train_loss: 25151.613159179688, validation_loss = 3792.27001953125
 Trial: 2 Epoch: 58, train_loss: 25349.221069335938, validation_loss = 3992.3494873046875
 Trial: 2 Epoch: 59, train_loss: 24191.058166503906, validation_loss = 3749.84228515625
 Trial: 2 Epoch: 60, train_loss: 24862.896728515625, validation_loss = 3493.6414794921875
 Trial: 2 Epoch: 61, train_loss: 26231.270629882812, validation_loss = 4029.5372314453125
 Trial: 2 Epoch: 62, train_loss: 26627.345336914062, validation_loss = 3885.8599853515625
 Trial: 2 Epoch: 63, train_loss: 24557.20135498047, validation_loss = 3803.033447265625
 Trial: 2 Epoch: 64, train_loss: 25366.130615234375, validation_loss = 3914.6165771484375
 Trial: 2 Epoch: 65, train_loss: 27014.19580078125, validation_loss = 3491.93994140625
 Trial: 2 Epoch: 66, train_loss: 27192.573974609375, validation_loss = 4097.091552734375
 Trial: 2 Epoch: 67, train_loss: 24335.963256835938, validation_loss = 4007.8009033203125
 Trial: 2 Epoch: 68, train_loss: 24046.274169921875, validation_loss = 3989.4189453125
 Trial: 2 Epoch: 69, train_loss: 23697.25146484375, validation_loss = 3654.553955078125
 Trial: 2 Epoch: 70, train_loss: 24504.928344726562, validation_loss = 3518.1455078125
 Trial: 2 Epoch: 71, train_loss: 22760.25408935547, validation_loss = 4032.8614501953125
 Trial: 2 Epoch: 72, train_loss: 24196.15283203125, validation_loss = 3968.252685546875
 Trial: 2 Epoch: 73, train_loss: 24470.02734375, validation_loss = 4047.0416259765625
 Trial: 2 Epoch: 74, train_loss: 23998.478759765625, validation_loss = 3987.9957275390625
 Trial: 2 Epoch: 75, train_loss: 25211.800537109375, validation_loss = 3710.568115234375
 Trial: 2 Epoch: 76, train_loss: 24170.112915039062, validation_loss = 3651.36572265625
 Trial: 2 Epoch: 77, train_loss: 23675.268676757812, validation_loss = 3700.8912353515625
 Trial: 2 Epoch: 78, train_loss: 23173.999267578125, validation_loss = 3747.7989501953125
 Trial: 2 Epoch: 79, train_loss: 24083.63671875, validation_loss = 3474.9005126953125
 Trial: 2 Epoch: 80, train_loss: 22805.423950195312, validation_loss = 3612.1148681640625
 Trial: 2 Epoch: 81, train_loss: 23546.593505859375, validation_loss = 3756.0433349609375
 Trial: 2 Epoch: 82, train_loss: 22917.664794921875, validation_loss = 3936.0931396484375
 Trial: 2 Epoch: 83, train_loss: 22289.11700439453, validation_loss = 3623.2052001953125
 Trial: 2 Epoch: 84, train_loss: 23089.102905273438, validation_loss = 3735.0648193359375
 Trial: 2 Epoch: 85, train_loss: 22765.196655273438, validation_loss = 3716.2130126953125
 Trial: 2 Epoch: 86, train_loss: 23071.955688476562, validation_loss = 3638.7947998046875
 Trial: 2 Epoch: 87, train_loss: 22840.203002929688, validation_loss = 3571.3046875
 Trial: 2 Epoch: 88, train_loss: 22681.686645507812, validation_loss = 3521.7041015625
 Trial: 2 Epoch: 89, train_loss: 21902.73272705078, validation_loss = 3995.3978271484375
 Trial: 2 Epoch: 90, train_loss: 23672.723388671875, validation_loss = 3845.0982666015625
 Trial: 2 Epoch: 91, train_loss: 23317.75848388672, validation_loss = 3912.97802734375
 Trial: 2 Epoch: 92, train_loss: 22683.395385742188, validation_loss = 3625.7091064453125
 Trial: 2 Epoch: 93, train_loss: 22063.169921875, validation_loss = 3531.3790283203125
 Trial: 2 Epoch: 94, train_loss: 21758.820251464844, validation_loss = 3567.767578125
 Trial: 2 Epoch: 95, train_loss: 21944.235900878906, validation_loss = 3499.220458984375
 Trial: 2 Epoch: 96, train_loss: 21573.902709960938, validation_loss = 3536.8314208984375
 Trial: 2 Epoch: 97, train_loss: 21735.427124023438, validation_loss = 3569.1666259765625
 Trial: 2 Epoch: 98, train_loss: 21006.64453125, validation_loss = 3950.5369873046875
 Trial: 2 Epoch: 99, train_loss: 21320.99072265625, validation_loss = 3747.70068359375
========Trial 3 params: {'n_layers': 3, 'K': 4, 'Dropout': 0.2, 'Hidden0': 256, 'Hidden1': 16, 'Hidden2': 16, 'optimizer': 'Adam', 'lr': 0.007548978247872489, 'batch': 8}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   24576    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |    256     |
|     sptH.2.sAtt.W2     |    256     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |   16384    |
|    sptH.2.gcn.bias     |     16     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.sAtt.Vs     |    729     |
|     sptH.4.sAtt.bs     |    729     |
|     sptH.4.sAtt.W1     |     16     |
|     sptH.4.sAtt.W2     |     16     |
|     sptH.4.sAtt.W3     |     1      |
|   sptH.4.gcn.weight    |    1024    |
|    sptH.4.gcn.bias     |     16     |
| sptH.4.timeConv.weight |     3      |
|  sptH.4.timeConv.bias  |     1      |
|     sptH.6.weight      |    192     |
|      sptH.6.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |   12288    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |    256     |
|     sptD.2.sAtt.W2     |    256     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |   16384    |
|    sptD.2.gcn.bias     |     16     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.sAtt.Vs     |    729     |
|     sptD.4.sAtt.bs     |    729     |
|     sptD.4.sAtt.W1     |     16     |
|     sptD.4.sAtt.W2     |     16     |
|     sptD.4.sAtt.W3     |     1      |
|   sptD.4.gcn.weight    |    1024    |
|    sptD.4.gcn.bias     |     16     |
| sptD.4.timeConv.weight |     3      |
|  sptD.4.timeConv.bias  |     1      |
|     sptD.6.weight      |    192     |
|      sptD.6.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   24576    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |    256     |
|     sptW.2.sAtt.W2     |    256     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |   16384    |
|    sptW.2.gcn.bias     |     16     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.sAtt.Vs     |    729     |
|     sptW.4.sAtt.bs     |    729     |
|     sptW.4.sAtt.W1     |     16     |
|     sptW.4.sAtt.W2     |     16     |
|     sptW.4.sAtt.W3     |     1      |
|   sptW.4.gcn.weight    |    1024    |
|    sptW.4.gcn.bias     |     16     |
| sptW.4.timeConv.weight |     3      |
|  sptW.4.timeConv.bias  |     1      |
|     sptW.6.weight      |    192     |
|      sptW.6.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 130095
 Trial: 3 Epoch: 0, train_loss: 346122.546875, validation_loss = 41423.3046875
 Trial: 3 Epoch: 1, train_loss: 225860.353515625, validation_loss = 19997.587890625
 Trial: 3 Epoch: 2, train_loss: 156328.501953125, validation_loss = 19441.90234375
 Trial: 3 Epoch: 3, train_loss: 117263.3564453125, validation_loss = 13722.7060546875
 Trial: 3 Epoch: 4, train_loss: 96093.8544921875, validation_loss = 14097.6357421875
 Trial: 3 Epoch: 5, train_loss: 82540.00537109375, validation_loss = 13329.845703125
 Trial: 3 Epoch: 6, train_loss: 73450.64404296875, validation_loss = 12318.1337890625
 Trial: 3 Epoch: 7, train_loss: 69957.322265625, validation_loss = 12114.0634765625
 Trial: 3 Epoch: 8, train_loss: 68666.6240234375, validation_loss = 7263.07080078125
 Trial: 3 Epoch: 9, train_loss: 61444.85205078125, validation_loss = 10235.955078125
 Trial: 3 Epoch: 10, train_loss: 52633.83203125, validation_loss = 7540.93017578125
 Trial: 3 Epoch: 11, train_loss: 50884.68017578125, validation_loss = 8427.7294921875
 Trial: 3 Epoch: 12, train_loss: 51649.6767578125, validation_loss = 9251.7431640625
 Trial: 3 Epoch: 13, train_loss: 51806.7236328125, validation_loss = 7093.9404296875
 Trial: 3 Epoch: 14, train_loss: 46784.162109375, validation_loss = 9027.9794921875
 Trial: 3 Epoch: 15, train_loss: 47428.27734375, validation_loss = 6423.64697265625
 Trial: 3 Epoch: 16, train_loss: 49790.20068359375, validation_loss = 8820.35546875
 Trial: 3 Epoch: 17, train_loss: 43372.28515625, validation_loss = 6892.03076171875
 Trial: 3 Epoch: 18, train_loss: 42138.484375, validation_loss = 8089.59326171875
 Trial: 3 Epoch: 19, train_loss: 41394.4072265625, validation_loss = 6758.8720703125
 Trial: 3 Epoch: 20, train_loss: 44389.4833984375, validation_loss = 7837.46923828125
 Trial: 3 Epoch: 21, train_loss: 41817.32080078125, validation_loss = 7279.369140625
 Trial: 3 Epoch: 22, train_loss: 41753.80224609375, validation_loss = 7479.70458984375
 Trial: 3 Epoch: 23, train_loss: 40255.61669921875, validation_loss = 6803.07666015625
 Trial: 3 Epoch: 24, train_loss: 41759.0087890625, validation_loss = 6604.1435546875
 Trial: 3 Epoch: 25, train_loss: 42534.46826171875, validation_loss = 7362.65087890625
 Trial: 3 Epoch: 26, train_loss: 40199.6025390625, validation_loss = 6871.1279296875
 Trial: 3 Epoch: 27, train_loss: 39204.2197265625, validation_loss = 7344.72216796875
 Trial: 3 Epoch: 28, train_loss: 38712.62158203125, validation_loss = 6883.78173828125
 Trial: 3 Epoch: 29, train_loss: 39886.7138671875, validation_loss = 6253.697265625
 Trial: 3 Epoch: 30, train_loss: 40087.2587890625, validation_loss = 7204.259765625
 Trial: 3 Epoch: 31, train_loss: 36658.9794921875, validation_loss = 7684.03564453125
 Trial: 3 Epoch: 32, train_loss: 38318.7578125, validation_loss = 7235.8486328125
 Trial: 3 Epoch: 33, train_loss: 39686.91796875, validation_loss = 6314.39892578125
 Trial: 3 Epoch: 34, train_loss: 38891.63427734375, validation_loss = 7785.5498046875
 Trial: 3 Epoch: 35, train_loss: 38408.69140625, validation_loss = 6276.18408203125
 Trial: 3 Epoch: 36, train_loss: 40086.70458984375, validation_loss = 6983.30859375
 Trial: 3 Epoch: 37, train_loss: 39729.2705078125, validation_loss = 7564.251953125
 Trial: 3 Epoch: 38, train_loss: 37328.931640625, validation_loss = 7441.583984375
 Trial: 3 Epoch: 39, train_loss: 37717.1640625, validation_loss = 6616.291015625
 Trial: 3 Epoch: 40, train_loss: 38330.140625, validation_loss = 7485.37744140625
 Trial: 3 Epoch: 41, train_loss: 36254.31494140625, validation_loss = 8037.76318359375
 Trial: 3 Epoch: 42, train_loss: 40670.77734375, validation_loss = 6557.37841796875
 Trial: 3 Epoch: 43, train_loss: 42356.869140625, validation_loss = 6000.1318359375
 Trial: 3 Epoch: 44, train_loss: 42925.46044921875, validation_loss = 8456.9970703125
 Trial: 3 Epoch: 45, train_loss: 38677.513671875, validation_loss = 6171.98486328125
 Trial: 3 Epoch: 46, train_loss: 35409.764892578125, validation_loss = 7168.666015625
 Trial: 3 Epoch: 47, train_loss: 37642.04541015625, validation_loss = 6552.81103515625
 Trial: 3 Epoch: 48, train_loss: 37676.44140625, validation_loss = 6396.47021484375
 Trial: 3 Epoch: 49, train_loss: 35507.95166015625, validation_loss = 7682.35595703125
 Trial: 3 Epoch: 50, train_loss: 38897.14306640625, validation_loss = 6482.31103515625
 Trial: 3 Epoch: 51, train_loss: 37302.385986328125, validation_loss = 7077.13232421875
 Trial: 3 Epoch: 52, train_loss: 37069.69140625, validation_loss = 6219.7734375
 Trial: 3 Epoch: 53, train_loss: 35764.9150390625, validation_loss = 5811.13037109375
 Trial: 3 Epoch: 54, train_loss: 35914.6845703125, validation_loss = 7317.20849609375
 Trial: 3 Epoch: 55, train_loss: 37864.57177734375, validation_loss = 6123.32275390625
 Trial: 3 Epoch: 56, train_loss: 35946.28759765625, validation_loss = 6665.57421875
 Trial: 3 Epoch: 57, train_loss: 36036.3955078125, validation_loss = 6090.8486328125
 Trial: 3 Epoch: 58, train_loss: 36583.93896484375, validation_loss = 6471.8916015625
 Trial: 3 Epoch: 59, train_loss: 35198.583984375, validation_loss = 5996.0966796875
 Trial: 3 Epoch: 60, train_loss: 35853.335205078125, validation_loss = 8477.0283203125
 Trial: 3 Epoch: 61, train_loss: 37601.82568359375, validation_loss = 5235.91650390625
 Trial: 3 Epoch: 62, train_loss: 37831.695068359375, validation_loss = 7194.3486328125
 Trial: 3 Epoch: 63, train_loss: 37333.3818359375, validation_loss = 6262.10546875
 Trial: 3 Epoch: 64, train_loss: 35201.63671875, validation_loss = 7731.37841796875
 Trial: 3 Epoch: 65, train_loss: 35621.22802734375, validation_loss = 7128.94921875
 Trial: 3 Epoch: 66, train_loss: 34782.98681640625, validation_loss = 6201.34423828125
 Trial: 3 Epoch: 67, train_loss: 33790.45068359375, validation_loss = 5604.30908203125
 Trial: 3 Epoch: 68, train_loss: 33792.0751953125, validation_loss = 6742.9033203125
 Trial: 3 Epoch: 69, train_loss: 33646.51025390625, validation_loss = 5896.2802734375
 Trial: 3 Epoch: 70, train_loss: 33861.10302734375, validation_loss = 6598.22607421875
 Trial: 3 Epoch: 71, train_loss: 35612.1337890625, validation_loss = 6286.38623046875
 Trial: 3 Epoch: 72, train_loss: 35430.9443359375, validation_loss = 6456.76416015625
 Trial: 3 Epoch: 73, train_loss: 34573.99365234375, validation_loss = 6195.94482421875
 Trial: 3 Epoch: 74, train_loss: 36927.944580078125, validation_loss = 8646.8759765625
 Trial: 3 Epoch: 75, train_loss: 42478.9755859375, validation_loss = 5326.10986328125
 Trial: 3 Epoch: 76, train_loss: 36771.63525390625, validation_loss = 6121.36474609375
 Trial: 3 Epoch: 77, train_loss: 37299.7099609375, validation_loss = 7133.90576171875
 Trial: 3 Epoch: 78, train_loss: 35646.306884765625, validation_loss = 6363.55615234375
 Trial: 3 Epoch: 79, train_loss: 35483.7802734375, validation_loss = 6503.6494140625
 Trial: 3 Epoch: 80, train_loss: 32938.592041015625, validation_loss = 5910.4814453125
 Trial: 3 Epoch: 81, train_loss: 35035.98193359375, validation_loss = 6569.17529296875
 Trial: 3 Epoch: 82, train_loss: 36270.16455078125, validation_loss = 6598.7939453125
 Trial: 3 Epoch: 83, train_loss: 38534.93994140625, validation_loss = 6244.0263671875
 Trial: 3 Epoch: 84, train_loss: 38442.2294921875, validation_loss = 7646.43505859375
 Trial: 3 Epoch: 85, train_loss: 40182.9697265625, validation_loss = 6043.0791015625
 Trial: 3 Epoch: 86, train_loss: 41357.98828125, validation_loss = 6442.349609375
 Trial: 3 Epoch: 87, train_loss: 40829.8876953125, validation_loss = 7262.43408203125
 Trial: 3 Epoch: 88, train_loss: 39388.734375, validation_loss = 6612.01318359375
 Trial: 3 Epoch: 89, train_loss: 37725.44384765625, validation_loss = 6820.0380859375
 Trial: 3 Epoch: 90, train_loss: 37764.4677734375, validation_loss = 5944.5791015625
 Trial: 3 Epoch: 91, train_loss: 37533.27783203125, validation_loss = 6251.0283203125
 Trial: 3 Epoch: 92, train_loss: 38107.31201171875, validation_loss = 5619.833984375
 Trial: 3 Epoch: 93, train_loss: 39394.06201171875, validation_loss = 6270.77783203125
 Trial: 3 Epoch: 94, train_loss: 37851.61083984375, validation_loss = 6038.26611328125
 Trial: 3 Epoch: 95, train_loss: 37755.115234375, validation_loss = 6387.2568359375
 Trial: 3 Epoch: 96, train_loss: 38201.794921875, validation_loss = 5949.60400390625
 Trial: 3 Epoch: 97, train_loss: 42391.00927734375, validation_loss = 5986.10791015625
 Trial: 3 Epoch: 98, train_loss: 41494.97607421875, validation_loss = 6142.095703125
 Trial: 3 Epoch: 99, train_loss: 38035.7275390625, validation_loss = 5561.0791015625
========Trial 4 params: {'n_layers': 1, 'K': 4, 'Dropout': 0.4, 'Hidden0': 4, 'optimizer': 'Adam', 'lr': 0.0012151157045463229, 'batch': 8}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
